--- model polynom_b (rz > 0). units: [m] for length, [rad] for angle and [m^(n-1)] for polynom_b ---
 len[m]    angle[deg]  PolyB(n=0)   PolyB(n=1)   PolyB(n=2)   PolyB(n=3)   PolyB(n=4)   PolyB(n=5)   PolyB(n=6)   PolyB(n=7)   PolyB(n=8)   PolyB(n=10)  
 0.0010 ,  +0.01850 ,  +0.00e+00 ,  -6.87e-04 ,  -2.78e+01 ,  -8.86e+00 ,  -4.02e+05 ,  +2.25e+05 ,  -1.72e+09 ,  -1.40e+09 ,  -2.83e+13 ,  +1.23e+17 , 
 0.0040 ,  +0.07222 ,  +0.00e+00 ,  -4.91e-03 ,  -2.48e+01 ,  -5.58e+01 ,  -4.29e+05 ,  +1.61e+06 ,  -1.10e+08 ,  -9.82e+09 ,  -3.81e+13 ,  +1.52e+17 , 
 0.0050 ,  +0.08030 ,  +0.00e+00 ,  -2.10e-02 ,  -1.78e+01 ,  -3.63e+01 ,  -2.75e+05 ,  +1.25e+06 ,  -1.96e+08 ,  -5.44e+09 ,  -1.53e+13 ,  +6.46e+16 , 
 0.0050 ,  +0.06788 ,  +0.00e+00 ,  -2.72e-02 ,  -1.10e+01 ,  +1.03e+00 ,  -1.13e+05 ,  +4.19e+05 ,  -5.63e+08 ,  -1.43e+09 ,  +2.85e+12 ,  -1.02e+16 , 
 0.0050 ,  +0.05839 ,  +0.00e+00 ,  -2.71e-02 ,  -7.65e+00 ,  +7.25e+00 ,  -5.47e+04 ,  +1.73e+05 ,  -2.11e+08 ,  -6.16e+08 ,  +1.69e+12 ,  -6.75e+15 , 
 0.0100 ,  +0.09571 ,  +0.00e+00 ,  -2.62e-02 ,  -5.62e+00 ,  +7.17e+00 ,  -2.26e+04 ,  +6.17e+04 ,  -6.48e+07 ,  -2.23e+08 ,  +6.35e+11 ,  -2.65e+15 , 
 0.0100 ,  +0.07378 ,  +0.00e+00 ,  -2.60e-02 ,  -3.92e+00 ,  +5.24e+00 ,  -8.05e+03 ,  +1.95e+04 ,  -1.02e+07 ,  -6.91e+07 ,  +1.13e+11 ,  -5.12e+14 , 
 0.0100 ,  +0.05610 ,  +0.00e+00 ,  -2.53e-02 ,  -2.38e+00 ,  +3.00e+00 ,  -3.79e+03 ,  +1.60e+04 ,  +1.69e+07 ,  -5.98e+07 ,  -1.88e+11 ,  +7.11e+14 , 
 0.0100 ,  +0.04419 ,  +0.00e+00 ,  -2.07e-02 ,  -1.03e+00 ,  +2.37e+00 ,  -2.62e+02 ,  -5.86e+03 ,  -2.36e+07 ,  +3.43e+07 ,  +2.77e+11 ,  -1.13e+15 , 
 0.0320 ,  +0.11553 ,  +0.00e+00 ,  -2.33e-02 ,  +9.03e-01 ,  +1.02e+00 ,  -4.30e+02 ,  +8.02e+03 ,  -7.50e+06 ,  -4.62e+06 ,  +7.01e+10 ,  -2.85e+14 , 
 0.0320 ,  +0.09676 ,  +0.00e+00 ,  -1.48e-01 ,  +2.86e-01 ,  +1.13e+01 ,  +1.69e+02 ,  -1.15e+04 ,  -1.57e+07 ,  +7.95e+07 ,  +1.88e+11 ,  -7.75e+14 , 
 0.1600 ,  +0.62503 ,  +0.00e+00 ,  -8.88e-01 ,  +3.41e-01 ,  +1.35e+01 ,  +1.34e+02 ,  +1.06e+04 ,  +3.96e+06 ,  -2.74e+06 ,  -4.74e+10 ,  +1.89e+14 , 
 0.1600 ,  +0.62839 ,  +0.00e+00 ,  -9.03e-01 ,  +1.77e-01 ,  +1.07e+01 ,  +3.16e+02 ,  +8.88e+03 ,  -5.24e+05 ,  +1.26e+07 ,  +4.72e+09 ,  -1.99e+13 , 
 0.0120 ,  +0.04272 ,  +0.00e+00 ,  -8.74e-01 ,  +6.80e-02 ,  +1.84e+01 ,  +1.71e+03 ,  +1.20e+04 ,  -4.44e+07 ,  -1.36e+07 ,  +4.96e+11 ,  -1.91e+15 , 
 0.0140 ,  +0.03347 ,  +0.00e+00 ,  -4.34e-01 ,  -2.10e+00 ,  +1.31e+01 ,  -2.57e+03 ,  +3.74e+04 ,  +5.76e+07 ,  -1.39e+08 ,  -5.98e+11 ,  +2.24e+15 , 
 0.0160 ,  +0.01943 ,  +0.00e+00 ,  -1.07e-01 ,  -2.05e+00 ,  +4.19e+00 ,  +1.91e+02 ,  +2.05e+04 ,  -1.07e+07 ,  -5.52e+07 ,  +1.08e+11 ,  -3.73e+14 , 
 0.0350 ,  +0.01990 ,  -2.63e-05 ,  -1.89e-02 ,  -1.18e+00 ,  +2.73e+00 ,  +8.69e+01 ,  +3.46e+03 ,  -3.66e+06 ,  -1.75e+07 ,  +4.01e+10 ,  -1.49e+14 , 
